Time.[AllTimeKey],Time.[All Time],Time.[PlanningYearKey],Time.[Planning Year],Time.[PlanningQuarterKey],Time.[Planning Quarter],Time.[PlanningMonthKey],Time.[Planning Month],Time.[WeekKey],Time.[Week]
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,12/28/2009 12:00:00 AM,M01-10,12/28/2009 12:00:00 AM,28-Dec-2009
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,12/28/2009 12:00:00 AM,M01-10,1/4/2010 12:00:00 AM,04-Jan-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,12/28/2009 12:00:00 AM,M01-10,1/11/2010 12:00:00 AM,11-Jan-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,12/28/2009 12:00:00 AM,M01-10,1/18/2010 12:00:00 AM,18-Jan-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,1/25/2010 12:00:00 AM,M02-10,1/25/2010 12:00:00 AM,25-Jan-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,1/25/2010 12:00:00 AM,M02-10,2/1/2010 12:00:00 AM,01-Feb-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,1/25/2010 12:00:00 AM,M02-10,2/8/2010 12:00:00 AM,08-Feb-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,1/25/2010 12:00:00 AM,M02-10,2/15/2010 12:00:00 AM,15-Feb-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,12/28/2009 12:00:00 AM,Q1-10,2/22/2010 12:00:00 AM,M03-10,2/22/2010 12:00:00 AM,22-Feb-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,9/27/2010 12:00:00 AM,M10-10,10/4/2010 12:00:00 AM,04-Oct-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,9/27/2010 12:00:00 AM,M10-10,10/11/2010 12:00:00 AM,11-Oct-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,9/27/2010 12:00:00 AM,M10-10,10/18/2010 12:00:00 AM,18-Oct-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,10/25/2010 12:00:00 AM,M11-10,10/25/2010 12:00:00 AM,25-Oct-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,10/25/2010 12:00:00 AM,M11-10,11/1/2010 12:00:00 AM,01-Nov-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,10/25/2010 12:00:00 AM,M11-10,11/8/2010 12:00:00 AM,08-Nov-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,10/25/2010 12:00:00 AM,M11-10,11/15/2010 12:00:00 AM,15-Nov-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,11/22/2010 12:00:00 AM,M12-10,11/22/2010 12:00:00 AM,22-Nov-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,11/22/2010 12:00:00 AM,M12-10,11/29/2010 12:00:00 AM,29-Nov-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,11/22/2010 12:00:00 AM,M12-10,12/6/2010 12:00:00 AM,06-Dec-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,11/22/2010 12:00:00 AM,M12-10,12/13/2010 12:00:00 AM,13-Dec-2010
1/1/2001 12:00:00 AM,AllTime,12/28/2009 12:00:00 AM,2010,9/27/2010 12:00:00 AM,Q4-10,11/22/2010 12:00:00 AM,M12-10,12/20/2010 12:00:00 AM,20-Dec-2010
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,12/27/2010 12:00:00 AM,M01-11,12/27/2010 12:00:00 AM,27-Dec-2010
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,12/27/2010 12:00:00 AM,M01-11,1/3/2011 12:00:00 AM,03-Jan-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,12/27/2010 12:00:00 AM,M01-11,1/10/2011 12:00:00 AM,10-Jan-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,12/27/2010 12:00:00 AM,M01-11,1/17/2011 12:00:00 AM,17-Jan-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,1/24/2011 12:00:00 AM,M02-11,1/24/2011 12:00:00 AM,24-Jan-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,1/24/2011 12:00:00 AM,M02-11,1/31/2011 12:00:00 AM,31-Jan-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,1/24/2011 12:00:00 AM,M02-11,2/7/2011 12:00:00 AM,07-Feb-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,1/24/2011 12:00:00 AM,M02-11,2/14/2011 12:00:00 AM,14-Feb-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,2/21/2011 12:00:00 AM,M03-11,2/21/2011 12:00:00 AM,21-Feb-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,12/27/2010 12:00:00 AM,Q1-11,2/21/2011 12:00:00 AM,M03-11,2/28/2011 12:00:00 AM,28-Feb-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,9/26/2011 12:00:00 AM,M10-11,10/3/2011 12:00:00 AM,03-Oct-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,9/26/2011 12:00:00 AM,M10-11,10/10/2011 12:00:00 AM,10-Oct-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,9/26/2011 12:00:00 AM,M10-11,10/17/2011 12:00:00 AM,17-Oct-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,10/24/2011 12:00:00 AM,M11-11,10/24/2011 12:00:00 AM,24-Oct-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,10/24/2011 12:00:00 AM,M11-11,10/31/2011 12:00:00 AM,31-Oct-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,10/24/2011 12:00:00 AM,M11-11,11/7/2011 12:00:00 AM,07-Nov-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,10/24/2011 12:00:00 AM,M11-11,11/14/2011 12:00:00 AM,14-Nov-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,11/21/2011 12:00:00 AM,M12-11,11/21/2011 12:00:00 AM,21-Nov-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,11/21/2011 12:00:00 AM,M12-11,11/28/2011 12:00:00 AM,28-Nov-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,11/21/2011 12:00:00 AM,M12-11,12/5/2011 12:00:00 AM,05-Dec-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,11/21/2011 12:00:00 AM,M12-11,12/12/2011 12:00:00 AM,12-Dec-2011
1/1/2001 12:00:00 AM,AllTime,12/27/2010 12:00:00 AM,2011,9/26/2011 12:00:00 AM,Q4-11,11/21/2011 12:00:00 AM,M12-11,12/19/2011 12:00:00 AM,19-Dec-2011
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,12/26/2011 12:00:00 AM,M01-12,12/26/2011 12:00:00 AM,26-Dec-2011
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,12/26/2011 12:00:00 AM,M01-12,1/2/2012 12:00:00 AM,02-Jan-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,12/26/2011 12:00:00 AM,M01-12,1/9/2012 12:00:00 AM,09-Jan-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,12/26/2011 12:00:00 AM,M01-12,1/16/2012 12:00:00 AM,16-Jan-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,1/23/2012 12:00:00 AM,M02-12,1/23/2012 12:00:00 AM,23-Jan-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,1/23/2012 12:00:00 AM,M02-12,1/30/2012 12:00:00 AM,30-Jan-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,1/23/2012 12:00:00 AM,M02-12,2/6/2012 12:00:00 AM,06-Feb-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,1/23/2012 12:00:00 AM,M02-12,2/13/2012 12:00:00 AM,13-Feb-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,2/20/2012 12:00:00 AM,M03-12,2/20/2012 12:00:00 AM,20-Feb-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,12/26/2011 12:00:00 AM,Q1-12,2/20/2012 12:00:00 AM,M03-12,2/27/2012 12:00:00 AM,27-Feb-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,9/24/2012 12:00:00 AM,M10-12,10/1/2012 12:00:00 AM,01-Oct-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,9/24/2012 12:00:00 AM,M10-12,10/8/2012 12:00:00 AM,08-Oct-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,9/24/2012 12:00:00 AM,M10-12,10/15/2012 12:00:00 AM,15-Oct-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,10/22/2012 12:00:00 AM,M11-12,10/22/2012 12:00:00 AM,22-Oct-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,10/22/2012 12:00:00 AM,M11-12,10/29/2012 12:00:00 AM,29-Oct-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,10/22/2012 12:00:00 AM,M11-12,11/5/2012 12:00:00 AM,05-Nov-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,10/22/2012 12:00:00 AM,M11-12,11/12/2012 12:00:00 AM,12-Nov-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,11/19/2012 12:00:00 AM,M12-12,11/19/2012 12:00:00 AM,19-Nov-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,11/19/2012 12:00:00 AM,M12-12,11/26/2012 12:00:00 AM,26-Nov-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,11/19/2012 12:00:00 AM,M12-12,12/3/2012 12:00:00 AM,03-Dec-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,11/19/2012 12:00:00 AM,M12-12,12/10/2012 12:00:00 AM,10-Dec-2012
1/1/2001 12:00:00 AM,AllTime,12/26/2011 12:00:00 AM,2012,9/24/2012 12:00:00 AM,Q4-12,11/19/2012 12:00:00 AM,M12-12,12/17/2012 12:00:00 AM,17-Dec-2012
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,12/24/2012 12:00:00 AM,M01-13,12/24/2012 12:00:00 AM,24-Dec-2012
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,12/24/2012 12:00:00 AM,M01-13,12/31/2012 12:00:00 AM,31-Dec-2012
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,12/24/2012 12:00:00 AM,M01-13,1/7/2013 12:00:00 AM,07-Jan-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,12/24/2012 12:00:00 AM,M01-13,1/14/2013 12:00:00 AM,14-Jan-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,1/21/2013 12:00:00 AM,M02-13,1/21/2013 12:00:00 AM,21-Jan-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,1/21/2013 12:00:00 AM,M02-13,1/28/2013 12:00:00 AM,28-Jan-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,1/21/2013 12:00:00 AM,M02-13,2/4/2013 12:00:00 AM,04-Feb-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,1/21/2013 12:00:00 AM,M02-13,2/11/2013 12:00:00 AM,11-Feb-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,2/18/2013 12:00:00 AM,M03-13,2/18/2013 12:00:00 AM,18-Feb-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,12/24/2012 12:00:00 AM,Q1-13,2/18/2013 12:00:00 AM,M03-13,2/25/2013 12:00:00 AM,25-Feb-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,9/23/2013 12:00:00 AM,M10-13,10/7/2013 12:00:00 AM,07-Oct-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,9/23/2013 12:00:00 AM,M10-13,10/14/2013 12:00:00 AM,14-Oct-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,10/21/2013 12:00:00 AM,M11-13,10/21/2013 12:00:00 AM,21-Oct-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,10/21/2013 12:00:00 AM,M11-13,10/28/2013 12:00:00 AM,28-Oct-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,10/21/2013 12:00:00 AM,M11-13,11/4/2013 12:00:00 AM,04-Nov-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,10/21/2013 12:00:00 AM,M11-13,11/11/2013 12:00:00 AM,11-Nov-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,10/21/2013 12:00:00 AM,M11-13,11/18/2013 12:00:00 AM,18-Nov-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,11/25/2013 12:00:00 AM,M12-13,11/25/2013 12:00:00 AM,25-Nov-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,11/25/2013 12:00:00 AM,M12-13,12/2/2013 12:00:00 AM,02-Dec-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,11/25/2013 12:00:00 AM,M12-13,12/9/2013 12:00:00 AM,09-Dec-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,11/25/2013 12:00:00 AM,M12-13,12/16/2013 12:00:00 AM,16-Dec-2013
1/1/2001 12:00:00 AM,AllTime,12/24/2012 12:00:00 AM,2013,9/23/2013 12:00:00 AM,Q4-13,11/25/2013 12:00:00 AM,M12-13,12/23/2013 12:00:00 AM,23-Dec-2013
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,12/30/2013 12:00:00 AM,M01-14,12/30/2013 12:00:00 AM,30-Dec-2013
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,12/30/2013 12:00:00 AM,M01-14,1/6/2014 12:00:00 AM,06-Jan-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,12/30/2013 12:00:00 AM,M01-14,1/13/2014 12:00:00 AM,13-Jan-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,12/30/2013 12:00:00 AM,M01-14,1/20/2014 12:00:00 AM,20-Jan-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,1/27/2014 12:00:00 AM,M02-14,1/27/2014 12:00:00 AM,27-Jan-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,1/27/2014 12:00:00 AM,M02-14,2/3/2014 12:00:00 AM,03-Feb-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,1/27/2014 12:00:00 AM,M02-14,2/10/2014 12:00:00 AM,10-Feb-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,1/27/2014 12:00:00 AM,M02-14,2/17/2014 12:00:00 AM,17-Feb-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,12/30/2013 12:00:00 AM,Q1-14,2/24/2014 12:00:00 AM,M03-14,2/24/2014 12:00:00 AM,24-Feb-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,9/29/2014 12:00:00 AM,M10-14,10/6/2014 12:00:00 AM,06-Oct-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,9/29/2014 12:00:00 AM,M10-14,10/13/2014 12:00:00 AM,13-Oct-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,9/29/2014 12:00:00 AM,M10-14,10/20/2014 12:00:00 AM,20-Oct-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,10/27/2014 12:00:00 AM,M11-14,10/27/2014 12:00:00 AM,27-Oct-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,10/27/2014 12:00:00 AM,M11-14,11/3/2014 12:00:00 AM,03-Nov-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,10/27/2014 12:00:00 AM,M11-14,11/10/2014 12:00:00 AM,10-Nov-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,10/27/2014 12:00:00 AM,M11-14,11/17/2014 12:00:00 AM,17-Nov-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,11/24/2014 12:00:00 AM,M12-14,11/24/2014 12:00:00 AM,24-Nov-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,11/24/2014 12:00:00 AM,M12-14,12/1/2014 12:00:00 AM,01-Dec-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,11/24/2014 12:00:00 AM,M12-14,12/8/2014 12:00:00 AM,08-Dec-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,11/24/2014 12:00:00 AM,M12-14,12/15/2014 12:00:00 AM,15-Dec-2014
1/1/2001 12:00:00 AM,AllTime,12/30/2013 12:00:00 AM,2014,9/29/2014 12:00:00 AM,Q4-14,11/24/2014 12:00:00 AM,M12-14,12/22/2014 12:00:00 AM,22-Dec-2014
1/1/2001 12:00:00 AM,AllTime,12/29/2014 12:00:00 AM,2015,12/29/2014 12:00:00 AM,Q1-15,12/29/2014 12:00:00 AM,M01-15,12/29/2014 12:00:00 AM,29-Dec-2014
1/1/2001 12:00:00 AM,AllTime,12/29/2014 12:00:00 AM,2015,12/29/2014 12:00:00 AM,Q1-15,12/29/2014 12:00:00 AM,M01-15,1/5/2015 12:00:00 AM,05-Jan-2015
1/1/2001 12:00:00 AM,AllTime,12/29/2014 12:00:00 AM,2015,12/29/2014 12:00:00 AM,Q1-15,12/29/2014 12:00:00 AM,M01-15,1/12/2015 12:00:00 AM,12-Jan-2015
1/1/2001 12:00:00 AM,AllTime,12/29/2014 12:00:00 AM,2015,12/29/2014 12:00:00 AM,Q1-15,12/29/2014 12:00:00 AM,M01-15,1/19/2015 12:00:00 AM,19-Jan-2015
