Time.[AllTimeKey],Time.[All Time],Time.[PlanningYearKey],Time.[Planning Year],Time.[PlanningQuarterKey],Time.[Planning Quarter],Time.[PlanningMonthKey],Time.[Planning Month],Time.[WeekKey],Time.[Week]
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,12/30/2019 12:00:00 AM,Q1-20,2/24/2020 12:00:00 AM,M03-20,2/24/2020 12:00:00 AM,24-Feb-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,9/28/2020 12:00:00 AM,M10-20,10/5/2020 12:00:00 AM,05-Oct-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,9/28/2020 12:00:00 AM,M10-20,10/12/2020 12:00:00 AM,12-Oct-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,9/28/2020 12:00:00 AM,M10-20,10/19/2020 12:00:00 AM,19-Oct-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,10/26/2020 12:00:00 AM,M11-20,10/26/2020 12:00:00 AM,26-Oct-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,10/26/2020 12:00:00 AM,M11-20,11/2/2020 12:00:00 AM,02-Nov-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,10/26/2020 12:00:00 AM,M11-20,11/9/2020 12:00:00 AM,09-Nov-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,10/26/2020 12:00:00 AM,M11-20,11/16/2020 12:00:00 AM,16-Nov-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,11/23/2020 12:00:00 AM,M12-20,11/23/2020 12:00:00 AM,23-Nov-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,11/23/2020 12:00:00 AM,M12-20,11/30/2020 12:00:00 AM,30-Nov-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,11/23/2020 12:00:00 AM,M12-20,12/7/2020 12:00:00 AM,07-Dec-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,11/23/2020 12:00:00 AM,M12-20,12/14/2020 12:00:00 AM,14-Dec-2020
1/1/2001 12:00:00 AM,AllTime,12/30/2019 12:00:00 AM,2020,9/28/2020 12:00:00 AM,Q4-20,11/23/2020 12:00:00 AM,M12-20,12/21/2020 12:00:00 AM,21-Dec-2020
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,12/28/2020 12:00:00 AM,M01-21,12/28/2020 12:00:00 AM,28-Dec-2020
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,12/28/2020 12:00:00 AM,M01-21,1/4/2021 12:00:00 AM,04-Jan-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,12/28/2020 12:00:00 AM,M01-21,1/11/2021 12:00:00 AM,11-Jan-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,12/28/2020 12:00:00 AM,M01-21,1/18/2021 12:00:00 AM,18-Jan-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,1/25/2021 12:00:00 AM,M02-21,1/25/2021 12:00:00 AM,25-Jan-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,1/25/2021 12:00:00 AM,M02-21,2/1/2021 12:00:00 AM,01-Feb-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,1/25/2021 12:00:00 AM,M02-21,2/8/2021 12:00:00 AM,08-Feb-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,1/25/2021 12:00:00 AM,M02-21,2/15/2021 12:00:00 AM,15-Feb-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,12/28/2020 12:00:00 AM,Q1-21,2/22/2021 12:00:00 AM,M03-21,2/22/2021 12:00:00 AM,22-Feb-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,9/27/2021 12:00:00 AM,M10-21,10/4/2021 12:00:00 AM,04-Oct-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,9/27/2021 12:00:00 AM,M10-21,10/11/2021 12:00:00 AM,11-Oct-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,9/27/2021 12:00:00 AM,M10-21,10/18/2021 12:00:00 AM,18-Oct-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,10/25/2021 12:00:00 AM,M11-21,10/25/2021 12:00:00 AM,25-Oct-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,10/25/2021 12:00:00 AM,M11-21,11/1/2021 12:00:00 AM,01-Nov-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,10/25/2021 12:00:00 AM,M11-21,11/8/2021 12:00:00 AM,08-Nov-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,10/25/2021 12:00:00 AM,M11-21,11/15/2021 12:00:00 AM,15-Nov-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,11/22/2021 12:00:00 AM,M12-21,11/22/2021 12:00:00 AM,22-Nov-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,11/22/2021 12:00:00 AM,M12-21,11/29/2021 12:00:00 AM,29-Nov-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,11/22/2021 12:00:00 AM,M12-21,12/6/2021 12:00:00 AM,06-Dec-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,11/22/2021 12:00:00 AM,M12-21,12/13/2021 12:00:00 AM,13-Dec-2021
1/1/2001 12:00:00 AM,AllTime,12/28/2020 12:00:00 AM,2021,9/27/2021 12:00:00 AM,Q4-21,11/22/2021 12:00:00 AM,M12-21,12/20/2021 12:00:00 AM,20-Dec-2021
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,12/27/2021 12:00:00 AM,M01-22,12/27/2021 12:00:00 AM,27-Dec-2021
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,12/27/2021 12:00:00 AM,M01-22,1/3/2022 12:00:00 AM,03-Jan-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,12/27/2021 12:00:00 AM,M01-22,1/10/2022 12:00:00 AM,10-Jan-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,12/27/2021 12:00:00 AM,M01-22,1/17/2022 12:00:00 AM,17-Jan-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,1/24/2022 12:00:00 AM,M02-22,1/24/2022 12:00:00 AM,24-Jan-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,1/24/2022 12:00:00 AM,M02-22,1/31/2022 12:00:00 AM,31-Jan-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,1/24/2022 12:00:00 AM,M02-22,2/7/2022 12:00:00 AM,07-Feb-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,1/24/2022 12:00:00 AM,M02-22,2/14/2022 12:00:00 AM,14-Feb-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,2/21/2022 12:00:00 AM,M03-22,2/21/2022 12:00:00 AM,21-Feb-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,12/27/2021 12:00:00 AM,Q1-22,2/21/2022 12:00:00 AM,M03-22,2/28/2022 12:00:00 AM,28-Feb-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,9/26/2022 12:00:00 AM,M10-22,10/3/2022 12:00:00 AM,03-Oct-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,9/26/2022 12:00:00 AM,M10-22,10/10/2022 12:00:00 AM,10-Oct-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,9/26/2022 12:00:00 AM,M10-22,10/17/2022 12:00:00 AM,17-Oct-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,10/24/2022 12:00:00 AM,M11-22,10/24/2022 12:00:00 AM,24-Oct-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,10/24/2022 12:00:00 AM,M11-22,10/31/2022 12:00:00 AM,31-Oct-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,10/24/2022 12:00:00 AM,M11-22,11/7/2022 12:00:00 AM,07-Nov-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,10/24/2022 12:00:00 AM,M11-22,11/14/2022 12:00:00 AM,14-Nov-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,11/21/2022 12:00:00 AM,M12-22,11/21/2022 12:00:00 AM,21-Nov-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,11/21/2022 12:00:00 AM,M12-22,11/28/2022 12:00:00 AM,28-Nov-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,11/21/2022 12:00:00 AM,M12-22,12/5/2022 12:00:00 AM,05-Dec-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,11/21/2022 12:00:00 AM,M12-22,12/12/2022 12:00:00 AM,12-Dec-2022
1/1/2001 12:00:00 AM,AllTime,12/27/2021 12:00:00 AM,2022,9/26/2022 12:00:00 AM,Q4-22,11/21/2022 12:00:00 AM,M12-22,12/19/2022 12:00:00 AM,19-Dec-2022
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,12/26/2022 12:00:00 AM,M01-23,12/26/2022 12:00:00 AM,26-Dec-2022
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,12/26/2022 12:00:00 AM,M01-23,1/2/2023 12:00:00 AM,02-Jan-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,12/26/2022 12:00:00 AM,M01-23,1/9/2023 12:00:00 AM,09-Jan-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,12/26/2022 12:00:00 AM,M01-23,1/16/2023 12:00:00 AM,16-Jan-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,1/23/2023 12:00:00 AM,M02-23,1/23/2023 12:00:00 AM,23-Jan-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,1/23/2023 12:00:00 AM,M02-23,1/30/2023 12:00:00 AM,30-Jan-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,1/23/2023 12:00:00 AM,M02-23,2/6/2023 12:00:00 AM,06-Feb-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,1/23/2023 12:00:00 AM,M02-23,2/13/2023 12:00:00 AM,13-Feb-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,2/20/2023 12:00:00 AM,M03-23,2/20/2023 12:00:00 AM,20-Feb-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,12/26/2022 12:00:00 AM,Q1-23,2/20/2023 12:00:00 AM,M03-23,2/27/2023 12:00:00 AM,27-Feb-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,9/25/2023 12:00:00 AM,M10-23,10/2/2023 12:00:00 AM,02-Oct-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,9/25/2023 12:00:00 AM,M10-23,10/9/2023 12:00:00 AM,09-Oct-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,9/25/2023 12:00:00 AM,M10-23,10/16/2023 12:00:00 AM,16-Oct-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,10/23/2023 12:00:00 AM,M11-23,10/23/2023 12:00:00 AM,23-Oct-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,10/23/2023 12:00:00 AM,M11-23,10/30/2023 12:00:00 AM,30-Oct-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,10/23/2023 12:00:00 AM,M11-23,11/6/2023 12:00:00 AM,06-Nov-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,10/23/2023 12:00:00 AM,M11-23,11/13/2023 12:00:00 AM,13-Nov-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,10/23/2023 12:00:00 AM,M11-23,11/20/2023 12:00:00 AM,20-Nov-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,11/27/2023 12:00:00 AM,M12-23,11/27/2023 12:00:00 AM,27-Nov-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,11/27/2023 12:00:00 AM,M12-23,12/4/2023 12:00:00 AM,04-Dec-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,11/27/2023 12:00:00 AM,M12-23,12/11/2023 12:00:00 AM,11-Dec-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,11/27/2023 12:00:00 AM,M12-23,12/18/2023 12:00:00 AM,18-Dec-2023
1/1/2001 12:00:00 AM,AllTime,12/26/2022 12:00:00 AM,2023,9/25/2023 12:00:00 AM,Q4-23,11/27/2023 12:00:00 AM,M12-23,12/25/2023 12:00:00 AM,25-Dec-2023
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/1/2024 12:00:00 AM,M01-24,1/1/2024 12:00:00 AM,01-Jan-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/1/2024 12:00:00 AM,M01-24,1/8/2024 12:00:00 AM,08-Jan-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/1/2024 12:00:00 AM,M01-24,1/15/2024 12:00:00 AM,15-Jan-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/1/2024 12:00:00 AM,M01-24,1/22/2024 12:00:00 AM,22-Jan-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/29/2024 12:00:00 AM,M02-24,1/29/2024 12:00:00 AM,29-Jan-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/29/2024 12:00:00 AM,M02-24,2/5/2024 12:00:00 AM,05-Feb-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/29/2024 12:00:00 AM,M02-24,2/12/2024 12:00:00 AM,12-Feb-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,1/29/2024 12:00:00 AM,M02-24,2/19/2024 12:00:00 AM,19-Feb-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,1/1/2024 12:00:00 AM,Q1-24,2/26/2024 12:00:00 AM,M03-24,2/26/2024 12:00:00 AM,26-Feb-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,9/30/2024 12:00:00 AM,M10-24,10/7/2024 12:00:00 AM,07-Oct-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,9/30/2024 12:00:00 AM,M10-24,10/14/2024 12:00:00 AM,14-Oct-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,9/30/2024 12:00:00 AM,M10-24,10/21/2024 12:00:00 AM,21-Oct-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,10/28/2024 12:00:00 AM,M11-24,10/28/2024 12:00:00 AM,28-Oct-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,10/28/2024 12:00:00 AM,M11-24,11/4/2024 12:00:00 AM,04-Nov-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,10/28/2024 12:00:00 AM,M11-24,11/11/2024 12:00:00 AM,11-Nov-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,10/28/2024 12:00:00 AM,M11-24,11/18/2024 12:00:00 AM,18-Nov-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,11/25/2024 12:00:00 AM,M12-24,11/25/2024 12:00:00 AM,25-Nov-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,11/25/2024 12:00:00 AM,M12-24,12/2/2024 12:00:00 AM,02-Dec-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,11/25/2024 12:00:00 AM,M12-24,12/9/2024 12:00:00 AM,09-Dec-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,11/25/2024 12:00:00 AM,M12-24,12/16/2024 12:00:00 AM,16-Dec-2024
1/1/2001 12:00:00 AM,AllTime,1/1/2024 12:00:00 AM,2024,9/30/2024 12:00:00 AM,Q4-24,11/25/2024 12:00:00 AM,M12-24,12/23/2024 12:00:00 AM,23-Dec-2024
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,12/30/2024 12:00:00 AM,M01-25,12/30/2024 12:00:00 AM,30-Dec-2024
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,12/30/2024 12:00:00 AM,M01-25,1/6/2025 12:00:00 AM,06-Jan-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,12/30/2024 12:00:00 AM,M01-25,1/13/2025 12:00:00 AM,13-Jan-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,12/30/2024 12:00:00 AM,M01-25,1/20/2025 12:00:00 AM,20-Jan-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,1/27/2025 12:00:00 AM,M02-25,1/27/2025 12:00:00 AM,27-Jan-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,1/27/2025 12:00:00 AM,M02-25,2/3/2025 12:00:00 AM,03-Feb-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,1/27/2025 12:00:00 AM,M02-25,2/10/2025 12:00:00 AM,10-Feb-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,1/27/2025 12:00:00 AM,M02-25,2/17/2025 12:00:00 AM,17-Feb-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,12/30/2024 12:00:00 AM,Q1-25,2/24/2025 12:00:00 AM,M03-25,2/24/2025 12:00:00 AM,24-Feb-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,9/29/2025 12:00:00 AM,Q4-25,9/29/2025 12:00:00 AM,M10-25,10/6/2025 12:00:00 AM,06-Oct-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,9/29/2025 12:00:00 AM,Q4-25,9/29/2025 12:00:00 AM,M10-25,10/13/2025 12:00:00 AM,13-Oct-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,9/29/2025 12:00:00 AM,Q4-25,9/29/2025 12:00:00 AM,M10-25,10/20/2025 12:00:00 AM,20-Oct-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,9/29/2025 12:00:00 AM,Q4-25,10/27/2025 12:00:00 AM,M11-25,10/27/2025 12:00:00 AM,27-Oct-2025
1/1/2001 12:00:00 AM,AllTime,12/30/2024 12:00:00 AM,2025,9/29/2025 12:00:00 AM,Q4-25,10/27/2025 12:00:00 AM,M11-25,11/3/2025 12:00:00 AM,03-Nov-2025
